Subject Class,Chemical Group,ISRP Name,Newly Added,ISRP CompoundID,EPA Congener Number,Molecular Formula,MeO Pattern,Chlorine Pattern,Hydroxyl Pattern,Sulfate Pattern,MolFilePath,SDFilePath,CAS Registry Number SubjectScheme,CAS Registry Number SubjectSchemeURI,CAS Registry Number,CAS Registry Number TermURI,DSSTox Substance ID SubjectScheme,DSSTox Substance ID,DSSTox SubstanceID TermURI,InChIKey SubjectScheme,InChIKey SchemeURI,InChI Key,InChIKey TermURI,IUPAC SubjectScheme,IUPAC Name SchemeURI,IUPAC Name,PubChem CID SubjectScheme,PubChem CID SubjectSchemeURI,PubChem CID,PubChem CID TermURI,Canonical SMILES SubjectScheme,Canonical SMILES SchemeURI,Canonical SMILES
ChemicalSubstances,Polychlorinated biphenyls,PCB 132,No,,132,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,38380-05-1,https://commonchemistry.cas.org/detail?cas_rn=38380-05-1,DSSTox Substance ID,DTXSID9074141,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID9074141,InChIKey,https://registry.identifiers.org/registry/inchikey,OKBJVIVEFXPEOU-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/OKBJVIVEFXPEOU-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,3',4,6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38017.0,https://pubchem.ncbi.nlm.nih.gov/compound/38017,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 133,No,,133,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,35694-04-3,https://commonchemistry.cas.org/detail?cas_rn=35694-04-3,DSSTox Substance ID,DTXSID4030045,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID4030045,InChIKey,https://registry.identifiers.org/registry/inchikey,AJKLKINFZLWHQE-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/AJKLKINFZLWHQE-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,3',5,5'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,37249.0,https://pubchem.ncbi.nlm.nih.gov/compound/37249,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=C(C=C(C(=C1C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 134,No,,134,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,52704-70-8,https://commonchemistry.cas.org/detail?cas_rn=52704-70-8,DSSTox Substance ID,DTXSID1074173,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID1074173,InChIKey,https://registry.identifiers.org/registry/inchikey,RVWLHPJFOKUPNM-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/RVWLHPJFOKUPNM-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,3',5,6-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,40496.0,https://pubchem.ncbi.nlm.nih.gov/compound/40496,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 135,No,,135,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,52744-13-5,https://commonchemistry.cas.org/detail?cas_rn=52744-13-5,DSSTox Substance ID,DTXSID9073541,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID9073541,InChIKey,https://registry.identifiers.org/registry/inchikey,UUTNFLRSJBQQJM-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/UUTNFLRSJBQQJM-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,3',5,6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,40517.0,https://pubchem.ncbi.nlm.nih.gov/compound/40517,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1Cl)C2=C(C(=CC(=C2)Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 136,No,,136,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,38411-22-2,https://commonchemistry.cas.org/detail?cas_rn=38411-22-2,DSSTox Substance ID,DTXSID6073499,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID6073499,InChIKey,https://registry.identifiers.org/registry/inchikey,FZFUUSROAHKTTF-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/FZFUUSROAHKTTF-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,3',6,6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38024.0,https://pubchem.ncbi.nlm.nih.gov/compound/38024,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 137,No,,137,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,35694-06-5,https://commonchemistry.cas.org/detail?cas_rn=35694-06-5,DSSTox Substance ID,DTXSID0074138,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID0074138,InChIKey,https://registry.identifiers.org/registry/inchikey,CKLLRBPBZLTGDJ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/CKLLRBPBZLTGDJ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,4',5-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,37250.0,https://pubchem.ncbi.nlm.nih.gov/compound/37250,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 138,No,,138,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,35065-28-2,https://commonchemistry.cas.org/detail?cas_rn=35065-28-2,DSSTox Substance ID,DTXSID8038300,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID8038300,InChIKey,https://registry.identifiers.org/registry/inchikey,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/RPUMZMSNLZHIGZ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,4',5'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,37035.0,https://pubchem.ncbi.nlm.nih.gov/compound/37035,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 139,No,,139,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,56030-56-9,https://commonchemistry.cas.org/detail?cas_rn=56030-56-9,DSSTox Substance ID,DTXSID5074183,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID5074183,InChIKey,https://registry.identifiers.org/registry/inchikey,SPOPSCCFZQFGDL-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/SPOPSCCFZQFGDL-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,4',6-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63080.0,https://pubchem.ncbi.nlm.nih.gov/compound/63080,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 140,No,,140,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,59291-64-4,https://commonchemistry.cas.org/detail?cas_rn=59291-64-4,DSSTox Substance ID,DTXSID0074186,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID0074186,InChIKey,https://registry.identifiers.org/registry/inchikey,XBBRGUHRZBZMPP-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/XBBRGUHRZBZMPP-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,4',6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,43004.0,https://pubchem.ncbi.nlm.nih.gov/compound/43004,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 141,No,,141,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,52712-04-6,https://commonchemistry.cas.org/detail?cas_rn=52712-04-6,DSSTox Substance ID,DTXSID6074174,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID6074174,InChIKey,https://registry.identifiers.org/registry/inchikey,UCLKLGIYGBLTSM-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/UCLKLGIYGBLTSM-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,5,5'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,40234.0,https://pubchem.ncbi.nlm.nih.gov/compound/40234,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 142,No,,142,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,41411-61-4,https://commonchemistry.cas.org/detail?cas_rn=41411-61-4,DSSTox Substance ID,DTXSID9074149,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID9074149,InChIKey,https://registry.identifiers.org/registry/inchikey,RUEIBQJFGMERJD-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/RUEIBQJFGMERJD-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,5,6-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,91635.0,https://pubchem.ncbi.nlm.nih.gov/compound/91635,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC=C(C(=C1)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 143,No,,143,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,68194-15-0,https://commonchemistry.cas.org/detail?cas_rn=68194-15-0,DSSTox Substance ID,DTXSID1074202,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID1074202,InChIKey,https://registry.identifiers.org/registry/inchikey,UQPQKLGBEKEZBV-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/UQPQKLGBEKEZBV-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,5,6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63076.0,https://pubchem.ncbi.nlm.nih.gov/compound/63076,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 144,No,,144,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,68194-14-9,https://commonchemistry.cas.org/detail?cas_rn=68194-14-9,DSSTox Substance ID,DTXSID6074201,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID6074201,InChIKey,https://registry.identifiers.org/registry/inchikey,CXXRQFOKRZJAJA-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/CXXRQFOKRZJAJA-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,5',6-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63071.0,https://pubchem.ncbi.nlm.nih.gov/compound/63071,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 145,No,,145,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,74472-40-5,https://commonchemistry.cas.org/detail?cas_rn=74472-40-5,DSSTox Substance ID,DTXSID4074229,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID4074229,InChIKey,https://registry.identifiers.org/registry/inchikey,JZFZCLFEPXCRCA-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/JZFZCLFEPXCRCA-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4,6,6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,93442.0,https://pubchem.ncbi.nlm.nih.gov/compound/93442,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 146,No,,146,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,51908-16-8,https://commonchemistry.cas.org/detail?cas_rn=51908-16-8,DSSTox Substance ID,DTXSID8074158,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID8074158,InChIKey,https://registry.identifiers.org/registry/inchikey,BQHCQAQLTCQFJZ-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/BQHCQAQLTCQFJZ-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4',5,5'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,40172.0,https://pubchem.ncbi.nlm.nih.gov/compound/40172,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=C(C=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 147,No,,147,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,68194-13-8,https://commonchemistry.cas.org/detail?cas_rn=68194-13-8,DSSTox Substance ID,DTXSID1074200,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID1074200,InChIKey,https://registry.identifiers.org/registry/inchikey,AQONCPKMJSBHQT-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/AQONCPKMJSBHQT-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4',5,6-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63081.0,https://pubchem.ncbi.nlm.nih.gov/compound/63081,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 148,No,,148,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,74472-41-6,https://commonchemistry.cas.org/detail?cas_rn=74472-41-6,DSSTox Substance ID,DTXSID3074230,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID3074230,InChIKey,https://registry.identifiers.org/registry/inchikey,CTVRBEKNQHJPLX-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/CTVRBEKNQHJPLX-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4',5,6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,92391.0,https://pubchem.ncbi.nlm.nih.gov/compound/92391,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=C(C=C(C(=C1C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 149,No,,149,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,38380-04-0,https://commonchemistry.cas.org/detail?cas_rn=38380-04-0,DSSTox Substance ID,DTXSID1073498,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID1073498,InChIKey,https://registry.identifiers.org/registry/inchikey,LKHLFUVHHXCNJH-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/LKHLFUVHHXCNJH-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4',5',6-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38016.0,https://pubchem.ncbi.nlm.nih.gov/compound/38016,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 150,No,,150,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,68194-08-1,https://commonchemistry.cas.org/detail?cas_rn=68194-08-1,DSSTox Substance ID,DTXSID9074197,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID9074197,InChIKey,https://registry.identifiers.org/registry/inchikey,RPPNJBZNXQNKNM-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/RPPNJBZNXQNKNM-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,4',6,6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63075.0,https://pubchem.ncbi.nlm.nih.gov/compound/63075,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 151,No,,151,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,52663-63-5,https://commonchemistry.cas.org/detail?cas_rn=52663-63-5,DSSTox Substance ID,DTXSID2074160,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID2074160,InChIKey,https://registry.identifiers.org/registry/inchikey,UHCLFIWDCYOTOL-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/UHCLFIWDCYOTOL-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,5,5',6-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,40471.0,https://pubchem.ncbi.nlm.nih.gov/compound/40471,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 152,No,,152,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,68194-09-2,https://commonchemistry.cas.org/detail?cas_rn=68194-09-2,DSSTox Substance ID,DTXSID70867526,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID70867526,InChIKey,https://registry.identifiers.org/registry/inchikey,CLODVDBWNVQLGO-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/CLODVDBWNVQLGO-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',3,5,6,6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63070.0,https://pubchem.ncbi.nlm.nih.gov/compound/63070,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 153,No,,153,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,35065-27-1,https://commonchemistry.cas.org/detail?cas_rn=35065-27-1,DSSTox Substance ID,DTXSID2032180,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID2032180,InChIKey,https://registry.identifiers.org/registry/inchikey,MVWHGTYKUMDIHL-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/MVWHGTYKUMDIHL-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',4,4',5,5'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,37034.0,https://pubchem.ncbi.nlm.nih.gov/compound/37034,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 154,No,,154,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,60145-22-4,https://commonchemistry.cas.org/detail?cas_rn=60145-22-4,DSSTox Substance ID,DTXSID4074190,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID4074190,InChIKey,https://registry.identifiers.org/registry/inchikey,QXZHEJWDLVUFFB-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/QXZHEJWDLVUFFB-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',4,4',5,6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63082.0,https://pubchem.ncbi.nlm.nih.gov/compound/63082,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=C(C=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 155,No,,155,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,33979-03-2,https://commonchemistry.cas.org/detail?cas_rn=33979-03-2,DSSTox Substance ID,DTXSID3040302,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID3040302,InChIKey,https://registry.identifiers.org/registry/inchikey,ICOAEPDGFWLUTI-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/ICOAEPDGFWLUTI-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,2',4,4',6,6'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,36647.0,https://pubchem.ncbi.nlm.nih.gov/compound/36647,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=C(C=C(C(=C1Cl)C2=C(C=C(C=C2Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 156,No,,156,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,38380-08-4,https://commonchemistry.cas.org/detail?cas_rn=38380-08-4,DSSTox Substance ID,DTXSID0052706,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID0052706,InChIKey,https://registry.identifiers.org/registry/inchikey,LCXMEXLGMKFLQO-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/LCXMEXLGMKFLQO-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3,3',4,4',5-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,38019.0,https://pubchem.ncbi.nlm.nih.gov/compound/38019,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 157,No,,157,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,69782-90-7,https://commonchemistry.cas.org/detail?cas_rn=69782-90-7,DSSTox Substance ID,DTXSID6074205,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID6074205,InChIKey,https://registry.identifiers.org/registry/inchikey,YTWXDQVNPCIEOX-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/YTWXDQVNPCIEOX-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3,3',4,4',5'-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,50891.0,https://pubchem.ncbi.nlm.nih.gov/compound/50891,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C(=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl)Cl
ChemicalSubstances,Polychlorinated biphenyls,PCB 158,No,,158,C12H4Cl6,,,,,,,CAS Registry Number,https://www.cas.org/cas-data/cas-registry,74472-42-7,https://commonchemistry.cas.org/detail?cas_rn=74472-42-7,DSSTox Substance ID,DTXSID8074231,https://comptox.epa.gov/dashboard/chemical/detailsDTXSID8074231,InChIKey,https://registry.identifiers.org/registry/inchikey,ZQUPQXINXTWCQR-UHFFFAOYSA-N,http://rdf.ncbi.nlm.nih.gov/pubchem/inchikey/ZQUPQXINXTWCQR-UHFFFAOYSA-N,IUPAC Name,https://iupac.org/what-we-do/nomenclature/,"2,3,3',4,4',6-Hexachloro-1,1'-biphenyl",PubChem CID,https://pubchem.ncbi.nlm.nih.gov/,63072.0,https://pubchem.ncbi.nlm.nih.gov/compound/63072,Canonical SMILES,https://www.daylight.com/dayhtml/doc/theory/theory.smiles.html,C1=CC(=C(C=C1C2=C(C(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl
